時間,timeStep,TSPS,cube0PosX,cube0PosY,cube0PosZ,cube0RotX,cube0RotY,cube0RotZ,cube0VelX,cube0VelY,cube0VelZ,cube0AngVelX,cube0AngVelY,cube0AngVelZ,cube0Density,cube0Mass,cube0HWD,cube0SF,cube0DF,cube0CR,cube1PosX,cube1PosY,cube1PosZ,cube1RotX,cube1RotY,cube1RotZ,cube1VelX,cube1VelY,cube1VelZ,cube1AngVelX,cube1AngVelY,cube1AngVelZ,cube1Density,cube1Mass,cube1HWD,cube1SF,cube1DF,cube1CR,cube2PosX,cube2PosY,cube2PosZ,cube2RotX,cube2RotY,cube2RotZ,cube2VelX,cube2VelY,cube2VelZ,cube2AngVelX,cube2AngVelY,cube2AngVelZ,cube2Density,cube2Mass,cube2HWD,cube2SF,cube2DF,cube2CR,,並進バネ,並進ダンパ,回転バネ,回転ダンパ,floorDF,floorSF,floorCR,
0.769869,0.020035,0,-1.99998,0.298583,-3.69378e-06,-0.000413924,0.000281549,-0.0362214,3.63169e-05,0.000673433,-2.98467e-05,-0.00180877,0.00082755,-0.00549606,500,62.5,0.5,100,100,0,2,0.298604,-1.76929e-06,0.000770181,8.36534e-05,0.0316288,0.000293399,0.000921675,-0.000159025,1.01766e-05,0.000436114,-0.000795874,500,62.5,0.5,100,100,0,1.12204e-07,0.5,-2.57715e-08,-1.19992e-05,1.68226e-06,3.75505e-05,-0.00016302,-2.65375e-05,9.95159e-05,7.72372e-05,-2.28813e-06,8.69805e-05,1000,1000,1,100,100,0,,200000,1000,100000,100,0,0,0,
0.789624,0.019755,0,-1.99999,0.298589,-2.86948e-06,-0.00039683,0.000296655,-0.0363508,-6.73457e-05,0.00067806,-4.02448e-06,-0.00162344,0.000823844,-0.00579716,500,62.5,0.5,100,100,0,2,0.298609,-2.47919e-06,0.000789013,0.000112827,0.0319272,0.000205656,0.000976463,-0.000117936,6.41268e-05,0.000531436,8.35431e-05,500,62.5,0.5,100,100,0,7.98898e-08,0.5,-4.79956e-08,-7.51863e-06,2.2157e-06,4.51679e-05,-0.000164743,-2.72863e-05,9.95422e-05,7.47217e-05,-2.34909e-06,8.56538e-05,1000,1000,1,100,100,0,,200000,1000,100000,100,0,0,0,
0.812128,0.022504,0,-1.99999,0.298593,-2.13573e-06,-0.000315373,0.00027805,-0.0362314,-0.000134269,0.00059631,4.54065e-06,-0.00143906,0.000857404,-0.00567469,500,62.5,0.5,100,100,0,2,0.298613,-2.60386e-06,0.000780895,6.95006e-05,0.0319478,8.81609e-05,0.000916087,-7.03411e-05,-2.74116e-05,0.000314264,0.000399506,500,62.5,0.5,100,100,0,1.60439e-07,0.5,5.59293e-08,-1.06129e-05,6.81538e-07,2.81757e-05,-0.000161166,-2.92235e-05,0.000104073,6.68073e-05,-2.01196e-06,7.75222e-05,1000,1000,1,100,100,0,,200000,1000,100000,100,0,0,0,
0.834476,0.022348,0,-2,0.298596,-1.52234e-06,-0.00027722,0.000308606,-0.0361732,-0.000163463,0.000541988,6.23238e-06,-0.00135081,0.000989041,-0.00564356,500,62.5,0.5,100,100,0,2,0.298615,-2.29033e-06,0.00075538,-3.03035e-06,0.0319909,-5.70486e-05,0.000812207,-2.805e-05,-5.23732e-05,0.000208302,0.00087756,500,62.5,0.5,100,100,0,6.4706e-08,0.5,3.56534e-08,5.06154e-06,1.24916e-06,5.51625e-05,-0.000164674,-2.8872e-05,9.87804e-05,6.90597e-05,-2.36062e-06,8.16455e-05,1000,1000,1,100,100,0,,200000,1000,100000,100,0,0,0,
0.85416,0.019684,0,-2,0.298597,-1.11594e-06,-0.000310147,0.000333142,-0.0362214,-0.000147889,0.000418857,-1.2241e-06,-0.00138267,0.00108469,-0.00577179,500,62.5,0.5,100,100,0,2,0.298616,-1.82272e-06,0.000762646,2.55267e-05,0.0321219,-0.000164073,0.000694437,-2.02323e-06,-1.03861e-05,0.000178074,0.00126618,500,62.5,0.5,100,100,0,6.79618e-08,0.5,4.02754e-08,-2.30515e-06,1.68405e-06,4.31674e-05,-0.000163546,-2.93306e-05,0.000100056,6.7046e-05,-2.24976e-06,8.00456e-05,1000,1000,1,100,100,0,,200000,1000,100000,100,0,0,0,
0.873457,0.019297,0,-2,0.298596,-9.22526e-07,-0.000291305,0.000324461,-0.0360746,-8.25558e-05,0.00032682,-1.3383e-05,-0.00122139,0.00103088,-0.0053601,500,62.5,0.5,100,100,0,2,0.298615,-1.24435e-06,0.000770514,-3.27218e-05,0.0321232,-0.000204861,0.000575037,1.63806e-05,-1.6782e-05,-1.75248e-05,0.00143946,500,62.5,0.5,100,100,0,1.13727e-07,0.5,-2.15442e-08,1.93907e-06,2.81571e-07,5.00698e-05,-0.000163536,-2.67252e-05,9.80711e-05,7.66287e-05,-2.36736e-06,8.68507e-05,1000,1000,1,100,100,0,,200000,1000,100000,100,0,0,0,
0.894489,0.021032,0,-2,0.298595,-8.59787e-07,-0.000209491,0.00033252,-0.0361282,-2.23902e-05,0.000255401,-2.27985e-05,-0.00109563,0.00108255,-0.00532956,500,62.5,0.5,100,100,0,2,0.298614,-7.5777e-07,0.000762325,-2.45477e-05,0.0322764,-0.000201408,0.000479104,1.99906e-05,-3.62355e-05,4.33668e-05,0.00163477,500,62.5,0.5,100,100,0,5.92065e-08,0.5,-4.4886e-08,3.46623e-06,8.12284e-07,5.97443e-05,-0.000165441,-2.81784e-05,9.94926e-05,7.17994e-05,-2.36159e-06,8.41409e-05,1000,1000,1,100,100,0,,200000,1000,100000,100,0,0,0,
0.918256,0.023767,0,-2,0.298594,-8.97832e-07,-0.000241184,0.000321509,-0.0359713,3.23764e-05,0.000209949,-3.19534e-05,-0.00118023,0.00105916,-0.00490179,500,62.5,0.5,100,100,0,2,0.298612,-4.07648e-07,0.000748612,-1.80773e-05,0.0321713,-0.000190606,0.000419944,1.62483e-05,-5.34871e-05,-7.27087e-05,0.00149622,500,62.5,0.5,100,100,0,1.07155e-07,0.5,3.56423e-08,1.40578e-05,2.1799e-07,5.87373e-05,-0.000162816,-2.8058e-05,0.000103994,7.18444e-05,-2.09962e-06,8.14165e-05,1000,1000,1,100,100,0,,200000,1000,100000,100,0,0,0,
0.937411,0.019155,0,-2,0.298593,-9.87671e-07,-0.000246031,0.000323378,-0.0359548,8.65488e-05,0.000198984,-4.11674e-05,-0.00108854,0.00103735,-0.0048187,500,62.5,0.5,100,100,0,2,0.298611,-1.35763e-07,0.000764186,-8.95631e-05,0.0322803,-0.000172248,0.000373148,1.6684e-05,2.17558e-05,-0.000216689,0.00163349,500,62.5,0.5,100,100,0,1.09541e-07,0.5,2.01403e-11,4.22705e-06,2.6129e-06,4.85047e-05,-0.00016583,-2.80912e-05,9.96433e-05,7.2707e-05,-2.36592e-06,8.52115e-05,1000,1000,1,100,100,0,,200000,1000,100000,100,0,0,0,
0.958428,0.021017,0,-2,0.298592,-1.14123e-06,-0.000205591,0.000309865,-0.0359291,0.000125248,0.000213404,-4.76842e-05,-0.000993456,0.00105934,-0.00476894,500,62.5,0.5,100,100,0,2,0.298609,1.05122e-08,0.000781372,-9.13717e-05,0.0321104,-0.000168122,0.000378497,1.39645e-05,2.13417e-05,-0.000206644,0.00153745,500,62.5,0.5,100,100,0,5.31253e-08,0.5,-2.12821e-08,-9.32893e-06,1.22585e-06,4.27241e-05,-0.000164904,-2.81249e-05,9.94987e-05,7.20407e-05,-2.35028e-06,8.36866e-05,1000,1000,1,100,100,0,,200000,1000,100000,100,0,0,0,
0.977448,0.01902,0,-2,0.298592,-1.25945e-06,-0.000217603,0.000343659,-0.0358763,0.000142739,0.000253124,-4.95672e-05,-0.000986238,0.00111983,-0.0046499,500,62.5,0.5,100,100,0,2,0.298609,8.45926e-08,0.000773501,-9.77506e-05,0.0323716,-0.000143769,0.000379366,1.17312e-05,-9.89444e-07,-0.000272361,0.00186777,500,62.5,0.5,100,100,0,9.98685e-08,0.5,1.37095e-09,-4.33101e-07,-2.33664e-07,4.49716e-05,-0.000162512,-2.771e-05,0.000101149,7.26493e-05,-2.19891e-06,8.27463e-05,1000,1000,1,100,100,0,,200000,1000,100000,100,0,0,0,
0.998202,0.020754,0,-2,0.298592,-1.38197e-06,-0.000157888,0.000323764,-0.0360263,0.000146941,0.000278899,-4.90563e-05,-0.000862089,0.0010311,-0.00468206,500,62.5,0.5,100,100,0,2,0.298608,1.09963e-07,0.000762079,-9.21111e-05,0.0322447,-0.000104384,0.000390992,5.32173e-06,-1.68227e-05,-0.000203823,0.00164099,500,62.5,0.5,100,100,0,9.98685e-08,0.5,1.37095e-09,-4.33101e-07,-2.33664e-07,4.49716e-05,0,0,0,0,0,0,1000,1000,1,100,100,0,,200000,1000,100000,100,0,0,0,
1.01951,0.021306,0,-2,0.298592,-1.47436e-06,-0.000169598,0.000284973,-0.0358222,0.00014958,0.000285864,-5.1272e-05,-0.000922403,0.000986208,-0.0042785,500,62.5,0.5,100,100,0,2,0.298608,6.84484e-08,0.000762684,-8.48756e-05,0.0322257,-6.82722e-05,0.000399961,-4.10278e-06,-6.56341e-06,-0.000212695,0.0017853,500,62.5,0.5,100,100,0,9.98685e-08,0.5,1.37095e-09,-4.33101e-07,-2.33664e-07,4.49716e-05,0,0,0,0,0,0,1000,1000,1,100,100,0,,200000,1000,100000,100,0,0,0,
1.04129,0.021786,0,-2,0.298592,-1.53057e-06,-0.00018393,0.000303857,-0.035957,0.000141439,0.000291097,-5.33317e-05,-0.000872081,0.00103782,-0.00457103,500,62.5,0.5,100,100,0,2,0.298608,-1.82582e-08,0.000775087,-8.81549e-05,0.0322935,-3.27398e-05,0.000407565,-8.34359e-06,2.43638e-05,-0.000242362,0.00199613,500,62.5,0.5,100,100,0,9.98685e-08,0.5,1.37095e-09,-4.33101e-07,-2.33664e-07,4.49716e-05,0,0,0,0,0,0,1000,1000,1,100,100,0,,200000,1000,100000,100,0,0,0,
1.05959,0.018295,0,-2,0.298592,-1.58615e-06,-0.000153222,0.000301373,-0.035852,0.000124262,0.000308291,-5.15214e-05,-0.000773008,0.00104952,-0.00432321,500,62.5,0.5,100,100,0,2,0.298608,-9.76987e-08,0.000776322,-9.56046e-05,0.0323618,2.50867e-06,0.000406943,-1.0193e-05,-2.5145e-06,-0.000228544,0.00205549,500,62.5,0.5,100,100,0,9.98685e-08,0.5,1.37095e-09,-4.33101e-07,-2.33664e-07,4.49716e-05,0,0,0,0,0,0,1000,1000,1,100,100,0,,200000,1000,100000,100,0,0,0,
1.0779,0.018307,0,-2,0.298592,-1.58711e-06,-0.000122718,0.000348439,-0.0358856,9.27155e-05,0.000321758,-4.71462e-05,-0.000744639,0.00112584,-0.00449844,500,62.5,0.5,100,100,0,2,0.298608,-2.03231e-07,0.000769753,-7.92771e-05,0.0323011,2.16172e-05,0.000395583,-1.47724e-05,9.02615e-07,-0.000194305,0.0019713,500,62.5,0.5,100,100,0,9.98685e-08,0.5,1.37095e-09,-4.33101e-07,-2.33664e-07,4.49716e-05,0,0,0,0,0,0,1000,1000,1,100,100,0,,200000,1000,100000,100,0,0,0,
1.09751,0.019618,0,-2,0.298593,-1.58885e-06,-0.000143296,0.000320014,-0.0359335,6.27195e-05,0.000357047,-4.59341e-05,-0.000752864,0.00102198,-0.00440882,500,62.5,0.5,100,100,0,2,0.298607,-2.99625e-07,0.00077605,-5.78489e-05,0.0323443,1.84773e-05,0.000377335,-1.43525e-05,-1.54601e-06,-0.00018454,0.002168,500,62.5,0.5,100,100,0,9.98685e-08,0.5,1.37095e-09,-4.33101e-07,-2.33664e-07,4.49716e-05,0,0,0,0,0,0,1000,1000,1,100,100,0,,200000,1000,100000,100,0,0,0,
