ŽžŠÔ,timeStep,TSPS,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,x42,y42,z42,x43,y43,z43,x44,y44,z44,x45,y45,z45,x46,y46,z46,x47,y47,z47,x48,y48,z48,x49,y49,z49,x50,y50,z50,x51,y51,z51,x52,y52,z52,x53,y53,z53,x54,y54,z54,x55,y55,z55,x56,y56,z56,x57,y57,z57,x58,y58,z58,x59,y59,z59,x60,y60,z60,x61,y61,z61,x62,y62,z62,x63,y63,z63,x64,y64,z64,x65,y65,z65,x66,y66,z66,x67,y67,z67,x68,y68,z68,x69,y69,z69,x70,y70,z70,x71,y71,z71,x72,y72,z72,x73,y73,z73,x74,y74,z74,x75,y75,z75,x76,y76,z76,x77,y77,z77,x78,y78,z78,x79,y79,z79,x80,y80,z80,x81,y81,z81,x82,y82,z82,x83,y83,z83,x84,y84,z84,x85,y85,z85,x86,y86,z86,x87,y87,z87,x88,y88,z88,x89,y89,z89,x90,y90,z90,x91,y91,z91,x92,y92,z92,x93,y93,z93,x94,y94,z94,x95,y95,z95,x96,y96,z96,x97,y97,z97,x98,y98,z98,distance_25,distance_20,distance_13,distance_8,distance_16,distance_33,distance_21,distance_3,distance_2,distance_7,distance_29,distance_24,distance_15,distance_1,distance_14,distance_54,distance_48,distance_38,distance_34,distance_35,distance_57,distance_50,distance_45,distance_42,distance_39,
0.142903,0.142903,6.99775,-1.875,0.3,-8.20551e-14,-1.625,0.3,0.125,-1.625,0.425,0.125,-1.625,0.425,-4.77742e-09,-1.875,0.55,0.125,-1.75,0.55,0.125,-1.75,0.55,0.25,-1.625,0.425,0.25,-1.625,0.55,0.125,-1.875,0.425,0.25,-1.75,0.425,0.25,-1.75,0.55,1.52544e-13,-1.75,0.3,0.25,-1.625,0.55,-1.17021e-13,-1.625,0.3,0.25,-1.625,0.3,-2.42323e-08,-1.625,0.55,0.25,-1.875,0.55,-4.06272e-14,-1.875,0.55,0.25,-1.875,0.3,0.25,-1.625,0.55,-0.125,-1.625,0.425,-0.125,-1.875,0.55,-0.125,-1.75,0.55,-0.125,-1.625,0.3,-0.125,-1.625,0.55,-0.25,-1.75,0.55,-0.25,-1.875,0.55,-0.25,-1.75,0.3,-0.25,-1.625,0.3,-0.25,-1.75,0.425,-0.25,-1.875,0.425,-0.25,-1.875,0.3,-0.25,-1.625,0.425,-0.25,-1.625,0.175,0.125,-1.625,0.175,0.25,-1.875,0.175,0.25,-1.75,0.175,0.25,-1.625,0.175,2.48806e-08,-1.625,0.05,0.25,-1.75,0.05,9.00112e-14,-1.75,0.05,0.125,-1.625,0.05,0.125,-1.875,0.05,0.25,-1.75,0.05,0.25,-1.625,0.05,-4.50663e-08,-1.875,0.05,-1.22272e-14,-1.875,0.05,0.125,-1.625,0.175,-0.125,-1.875,0.05,-0.125,-1.625,0.05,-0.125,-1.75,0.05,-0.125,-1.75,0.175,-0.25,-1.875,0.175,-0.25,-1.625,0.175,-0.25,-1.875,0.05,-0.25,-1.75,0.05,-0.25,-1.625,0.05,-0.25,-2,0.55,0.125,-2,0.55,0.25,-2,0.55,-9.06087e-15,-2,0.425,0.25,-2,0.3,0.25,-2.125,0.425,0.25,-2.125,0.3,0.25,-2.125,0.55,2.49722e-14,-2.125,0.55,0.25,-2.125,0.55,0.125,-2.125,0.425,0.125,-2.125,0.3,0.125,-2.125,0.425,-1.56516e-13,-2.125,0.3,5.20453e-14,-2,0.55,-0.125,-2.125,0.55,-0.125,-2.125,0.425,-0.125,-2.125,0.3,-0.125,-2,0.55,-0.25,-2,0.3,-0.25,-2,0.425,-0.25,-2.125,0.425,-0.25,-2.125,0.55,-0.25,-2.125,0.3,-0.25,-2,0.175,0.25,-2,0.05,-1.41799e-13,-2,0.05,0.125,-2,0.05,0.25,-2.125,0.175,0.25,-2.125,0.175,-7.01592e-14,-2.125,0.175,0.125,-2.125,0.05,0.125,-2.125,0.05,0.25,-2.125,0.05,7.40812e-14,-2,0.05,-0.125,-2.125,0.175,-0.125,-2.125,0.05,-0.125,-2,0.175,-0.25,-2.125,0.175,-0.25,-2,0.05,-0.25,-2.125,0.05,-0.25,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,
0.175752,0.032849,30.4423,-1.87493,0.299932,-3.69136e-06,-1.62493,0.2999,0.125001,-1.62492,0.424899,0.124997,-1.62491,0.424899,-3.54076e-06,-1.8749,0.549934,0.124992,-1.7499,0.549915,0.124994,-1.7499,0.549917,0.249994,-1.62492,0.424899,0.249997,-1.6249,0.549897,0.124995,-1.87492,0.424935,0.249994,-1.74992,0.424917,0.249996,-1.74989,0.549915,-5.36861e-06,-1.74994,0.299917,0.249998,-1.6249,0.549897,-4.82842e-06,-1.62494,0.2999,0.25,-1.62493,0.2999,9.97752e-07,-1.6249,0.549898,0.249995,-1.87489,0.549933,-7.41749e-06,-1.8749,0.549935,0.249992,-1.87494,0.299935,0.249995,-1.62489,0.549894,-0.125005,-1.62491,0.424895,-0.125004,-1.87489,0.549932,-0.125007,-1.74989,0.549913,-0.125005,-1.62493,0.299898,-0.124998,-1.62489,0.549893,-0.250004,-1.74989,0.549912,-0.250006,-1.87489,0.549932,-0.250007,-1.74992,0.299913,-0.250002,-1.62493,0.299895,-0.249997,-1.74991,0.424913,-0.250004,-1.87491,0.424932,-0.250006,-1.87492,0.299932,-0.250005,-1.62491,0.424893,-0.250002,-1.62495,0.1749,0.124998,-1.62496,0.1749,0.249998,-1.87495,0.174934,0.249995,-1.74995,0.174916,0.249997,-1.62495,0.174901,-8.59193e-07,-1.62497,0.0498996,0.249997,-1.74997,0.0499162,-2.42055e-06,-1.74997,0.0499158,0.124997,-1.62497,0.0498991,0.124997,-1.87497,0.0499344,0.249995,-1.74997,0.0499158,0.249997,-1.62497,0.0499007,-1.4574e-06,-1.87497,0.0499329,-4.69992e-06,-1.87497,0.0499335,0.124995,-1.62494,0.174899,-0.125001,-1.87496,0.0499324,-0.125004,-1.62496,0.0498997,-0.125001,-1.74996,0.0499151,-0.125002,-1.74994,0.174913,-0.250002,-1.87494,0.174932,-0.250004,-1.62494,0.174896,-0.25,-1.87496,0.0499323,-0.250005,-1.74996,0.049914,-0.250002,-1.62496,0.0498977,-0.250001,-1.9999,0.549952,0.12499,-1.9999,0.549952,0.249989,-1.99989,0.549951,-1.01872e-05,-1.99992,0.424952,0.249991,-1.99994,0.299952,0.249991,-2.12492,0.424973,0.249987,-2.12494,0.299973,0.249987,-2.12489,0.54997,-1.37085e-05,-2.1249,0.549972,0.249986,-2.1249,0.549972,0.124986,-2.12491,0.424972,0.124987,-2.12493,0.299971,0.124987,-2.12491,0.42497,-1.28546e-05,-2.12493,0.29997,-1.21824e-05,-1.99989,0.549951,-0.12501,-2.12489,0.549969,-0.125014,-2.12491,0.424969,-0.125013,-2.12493,0.29997,-0.125012,-1.99989,0.549949,-0.25001,-1.99992,0.299949,-0.250008,-1.99991,0.424949,-0.250009,-2.1249,0.42497,-0.250013,-2.12489,0.549969,-0.250014,-2.12492,0.29997,-0.250012,-1.99995,0.174952,0.249992,-1.99997,0.0499513,-7.1147e-06,-1.99997,0.0499516,0.124993,-1.99997,0.0499521,0.249993,-2.12495,0.174973,0.249988,-2.12495,0.17497,-1.14591e-05,-2.12495,0.174972,0.124988,-2.12497,0.0499714,0.124989,-2.12497,0.0499724,0.249989,-2.12497,0.0499705,-1.08416e-05,-1.99996,0.0499505,-0.125007,-2.12494,0.17497,-0.125011,-2.12496,0.0499703,-0.125011,-1.99994,0.174949,-0.250008,-2.12494,0.17497,-0.250011,-1.99996,0.0499487,-0.250007,-2.12496,0.0499692,-0.250011,1.12489,1.1249,1.1249,1.1249,1.1249,1.12491,1.12491,1.12491,1.12492,1.12492,1.12493,1.12493,1.12493,1.12493,1.12494,1.12494,1.12494,1.12495,1.12495,1.12496,1.12496,1.12496,1.12497,1.12497,1.12497,
0.201605,0.025853,38.6802,-1.87484,0.299806,-1.3729e-05,-1.62421,0.298809,0.124898,-1.62415,0.42382,0.124913,-1.62416,0.423868,-8.91475e-05,-1.87481,0.549812,0.124983,-1.74914,0.548892,0.124918,-1.74914,0.548909,0.249911,-1.62415,0.423807,0.249904,-1.62411,0.548827,0.124928,-1.87483,0.424814,0.249984,-1.74918,0.423901,0.249909,-1.74916,0.548886,-7.33934e-05,-1.74985,0.299789,0.249986,-1.62413,0.548852,-7.36389e-05,-1.6242,0.298805,0.249899,-1.62423,0.298864,-0.000101432,-1.62411,0.548825,0.249915,-1.87481,0.549808,-1.56544e-05,-1.87481,0.549816,0.249983,-1.87485,0.299814,0.249985,-1.62409,0.548858,-0.125078,-1.62416,0.423841,-0.125099,-1.8748,0.549812,-0.125015,-1.7498,0.549788,-0.125013,-1.62422,0.298843,-0.125105,-1.62414,0.548882,-0.250079,-1.7498,0.549793,-0.250014,-1.8748,0.549816,-0.250015,-1.74984,0.299788,-0.250013,-1.62423,0.298838,-0.250107,-1.74982,0.424789,-0.250014,-1.87482,0.424813,-0.250015,-1.87484,0.299813,-0.250015,-1.62419,0.423851,-0.250091,-1.62426,0.173809,0.124896,-1.62422,0.173814,0.249896,-1.87487,0.174814,0.249985,-1.74987,0.17479,0.249985,-1.62486,0.17477,-1.25973e-05,-1.6243,0.0488296,0.249894,-1.74989,0.0497879,-1.46236e-05,-1.74989,0.0497874,0.124986,-1.62433,0.0488118,0.124893,-1.87489,0.0498152,0.249985,-1.74989,0.0497916,0.249985,-1.62489,0.0497698,-1.37671e-05,-1.87489,0.049809,-1.47772e-05,-1.87489,0.0498105,0.124986,-1.62425,0.173858,-0.125091,-1.87488,0.0498108,-0.125015,-1.62488,0.0497716,-0.125013,-1.74988,0.0497898,-0.125014,-1.74986,0.174789,-0.250013,-1.87486,0.174814,-0.250014,-1.62426,0.173852,-0.250094,-1.87489,0.0498145,-0.250015,-1.74988,0.049791,-0.250014,-1.62488,0.0497706,-0.250012,-1.99981,0.549831,0.124982,-1.99981,0.549831,0.249981,-1.99981,0.54983,-1.71498e-05,-1.99983,0.42483,0.249982,-1.99985,0.299831,0.249982,-2.12484,0.424861,0.249979,-2.12485,0.29986,0.249978,-2.12481,0.549855,-2.05916e-05,-2.12482,0.549859,0.249979,-2.12481,0.549857,0.124979,-2.12483,0.424858,0.124978,-2.12485,0.299857,0.124979,-2.12483,0.424854,-2.09062e-05,-2.12485,0.299855,-1.99258e-05,-1.9998,0.549831,-0.125016,-2.12481,0.549852,-0.12502,-2.12483,0.424854,-0.12502,-2.12485,0.299856,-0.125019,-1.99981,0.549832,-0.250016,-1.99985,0.299832,-0.250017,-1.99982,0.424832,-0.250017,-2.12483,0.424857,-0.250019,-2.12481,0.549857,-0.25002,-2.12485,0.299856,-0.25002,-1.99987,0.174832,0.249983,-1.99989,0.0498312,-1.64813e-05,-1.99989,0.0498301,0.124984,-1.99989,0.0498314,0.249984,-2.12488,0.174861,0.249979,-2.12487,0.174856,-2.05073e-05,-2.12487,0.174857,0.124979,-2.12489,0.0498568,0.124981,-2.1249,0.0498591,0.249981,-2.12489,0.0498571,-1.99282e-05,-1.99989,0.0498301,-0.125017,-2.12486,0.174857,-0.12502,-2.12489,0.0498564,-0.12502,-1.99986,0.17483,-0.250017,-2.12487,0.174856,-0.250019,-1.99989,0.0498296,-0.250017,-2.12489,0.0498546,-0.250019,1.12414,1.12409,1.12413,1.12411,1.12411,1.12419,1.12416,1.12416,1.12415,1.12415,1.12423,1.12423,1.12423,1.12421,1.1242,1.12426,1.12426,1.12486,1.12426,1.12422,1.12488,1.12488,1.12489,1.12433,1.1243,
0.229061,0.027456,36.4219,-1.87438,0.298377,-8.44178e-05,-1.62423,0.298744,0.124902,-1.62418,0.423758,0.124913,-1.62419,0.423802,-8.94022e-05,-1.87426,0.548439,0.124907,-1.74916,0.548826,0.124915,-1.74916,0.548841,0.249908,-1.62417,0.423746,0.249903,-1.62413,0.548765,0.124924,-1.87427,0.423456,0.249909,-1.74919,0.423833,0.249907,-1.74917,0.548818,-7.56461e-05,-1.74933,0.298357,0.249908,-1.62415,0.548784,-7.72447e-05,-1.62422,0.298741,0.249901,-1.62425,0.298797,-9.87112e-05,-1.62413,0.548765,0.24991,-1.87422,0.548377,-7.77485e-05,-1.87423,0.548469,0.249906,-1.87432,0.298448,0.249913,-1.62411,0.548795,-0.125083,-1.62417,0.423778,-0.125099,-1.87423,0.54843,-0.125065,-1.74924,0.548387,-0.125089,-1.62424,0.298779,-0.125105,-1.62415,0.548823,-0.250082,-1.74924,0.548407,-0.250087,-1.87423,0.548452,-0.250063,-1.74936,0.298381,-0.250105,-1.62425,0.298784,-0.250108,-1.74927,0.423383,-0.250092,-1.87427,0.423434,-0.250076,-1.87436,0.298443,-0.250088,-1.6242,0.423796,-0.250093,-1.62426,0.173737,0.124899,-1.62423,0.173747,0.249898,-1.87434,0.173446,0.249911,-1.74934,0.173371,0.2499,-1.62429,0.17328,-8.82375e-05,-1.6243,0.0487583,0.249895,-1.74939,0.0483093,-0.000111586,-1.74938,0.0483147,0.124904,-1.62433,0.0487326,0.124894,-1.87439,0.0484472,0.249913,-1.74937,0.04838,0.249896,-1.62431,0.0482278,-0.000113503,-1.87442,0.0483883,-8.6258e-05,-1.8744,0.0484031,0.124923,-1.62425,0.173792,-0.125093,-1.87439,0.0484274,-0.125098,-1.62426,0.0483227,-0.125127,-1.74935,0.0483853,-0.125114,-1.74935,0.173402,-0.250088,-1.87439,0.173464,-0.250084,-1.62426,0.173795,-0.250096,-1.87442,0.0484658,-0.250095,-1.74938,0.0484258,-0.250106,-1.62429,0.0483889,-0.250115,-1.99923,0.548446,0.124926,-1.9992,0.548457,0.249921,-1.99922,0.54844,-6.51442e-05,-1.99926,0.423454,0.249925,-1.99931,0.298464,0.249924,-2.12427,0.423561,0.249944,-2.12431,0.298549,0.249932,-2.12424,0.548547,-4.77572e-05,-2.1242,0.548547,0.249945,-2.12423,0.54854,0.124953,-2.12429,0.423544,0.124941,-2.12432,0.298526,0.124932,-2.12429,0.423537,-5.91643e-05,-2.12432,0.298527,-6.2689e-05,-1.99922,0.548459,-0.125053,-2.12421,0.548508,-0.125048,-2.12431,0.423512,-0.125053,-2.12436,0.298502,-0.125059,-1.99923,0.548491,-0.250049,-1.99937,0.2985,-0.250072,-1.99929,0.423499,-0.250062,-2.12433,0.423531,-0.250055,-2.12425,0.548539,-0.250051,-2.12437,0.298511,-0.250058,-1.99933,0.173464,0.249929,-1.99943,0.048447,-7.67947e-05,-1.9994,0.048437,0.124932,-1.99938,0.0484532,0.249935,-2.12432,0.173551,0.249935,-2.12436,0.173531,-6.75919e-05,-2.12435,0.173524,0.124936,-2.12438,0.0485216,0.124939,-2.12435,0.0485437,0.249943,-2.12441,0.0485342,-6.95123e-05,-1.9994,0.0484339,-0.125087,-2.12435,0.173496,-0.125069,-2.12439,0.0484849,-0.12507,-1.99937,0.173494,-0.250082,-2.12436,0.1735,-0.250068,-1.99941,0.0484824,-0.250094,-2.12439,0.0484857,-0.250074,1.12415,1.12411,1.12415,1.12413,1.12413,1.1242,1.12417,1.12419,1.12418,1.12417,1.12425,1.12424,1.12425,1.12423,1.12422,1.12427,1.12425,1.12429,1.12426,1.12423,1.12429,1.12426,1.12431,1.12433,1.1243,
0.255418,0.026357,37.9406,-1.87439,0.29829,-8.21054e-05,-1.62426,0.298614,0.124908,-1.62421,0.423624,0.124918,-1.62422,0.423662,-8.3696e-05,-1.87427,0.54835,0.124909,-1.74919,0.548684,0.124918,-1.74919,0.548701,0.249911,-1.62421,0.423614,0.249909,-1.62417,0.548628,0.124928,-1.87429,0.423368,0.249912,-1.74923,0.423693,0.249911,-1.7492,0.548674,-7.36412e-05,-1.74935,0.298276,0.249913,-1.62418,0.548643,-7.27328e-05,-1.62426,0.298611,0.249908,-1.62428,0.298659,-9.14099e-05,-1.62417,0.54863,0.249915,-1.87424,0.548294,-7.76983e-05,-1.87425,0.54838,0.249908,-1.87434,0.298361,0.249916,-1.62415,0.548656,-0.125078,-1.6242,0.423642,-0.125091,-1.87425,0.548341,-0.125066,-1.74926,0.548299,-0.125086,-1.62427,0.298642,-0.125096,-1.62418,0.548682,-0.250077,-1.74925,0.548317,-0.250084,-1.87425,0.548361,-0.250065,-1.74938,0.298291,-0.250097,-1.62428,0.298644,-0.250097,-1.74929,0.423294,-0.250087,-1.87429,0.423345,-0.250075,-1.87437,0.298352,-0.250085,-1.62423,0.423658,-0.250085,-1.6243,0.173608,0.124908,-1.62427,0.173618,0.249908,-1.87436,0.17336,0.249917,-1.74936,0.173288,0.249908,-1.62432,0.173206,-8.03179e-05,-1.62434,0.0486279,0.249908,-1.74941,0.0482307,-0.000100521,-1.74941,0.0482377,0.124913,-1.62436,0.0486041,0.124907,-1.87442,0.0483617,0.24992,-1.7494,0.0482953,0.249907,-1.62435,0.0481602,-9.96898e-05,-1.87445,0.0483039,-7.97643e-05,-1.87443,0.0483194,0.124928,-1.62429,0.173652,-0.125084,-1.87442,0.0483377,-0.12509,-1.6243,0.0482407,-0.125112,-1.74938,0.0482946,-0.125103,-1.74937,0.173308,-0.250082,-1.8744,0.17337,-0.25008,-1.6243,0.173652,-0.250087,-1.87444,0.0483726,-0.250088,-1.74941,0.0483287,-0.250097,-1.62433,0.0482957,-0.250102,-1.99925,0.548365,0.124924,-1.99922,0.548376,0.24992,-1.99924,0.548358,-6.81025e-05,-1.99928,0.423373,0.249925,-1.99934,0.298382,0.249925,-2.12429,0.423481,0.24994,-2.12433,0.29847,0.249931,-2.12425,0.548463,-5.41814e-05,-2.12422,0.548467,0.249939,-2.12425,0.548459,0.124946,-2.12431,0.423462,0.124937,-2.12434,0.298447,0.124931,-2.12431,0.423454,-6.29387e-05,-2.12434,0.298445,-6.46145e-05,-1.99924,0.548374,-0.125057,-2.12423,0.548427,-0.125054,-2.12432,0.423431,-0.125057,-2.12437,0.298423,-0.125062,-1.99924,0.548402,-0.250054,-1.99938,0.298409,-0.250071,-1.9993,0.423408,-0.250064,-2.12433,0.423448,-0.250059,-2.12426,0.548455,-0.250057,-2.12438,0.29843,-0.25006,-1.99936,0.173382,0.249931,-1.99945,0.0483645,-7.31861e-05,-1.99943,0.0483566,0.124935,-1.99941,0.0483731,0.249938,-2.12435,0.173471,0.249935,-2.12439,0.173449,-6.7463e-05,-2.12437,0.173444,0.124936,-2.12441,0.0484423,0.12494,-2.12438,0.0484644,0.249943,-2.12443,0.0484523,-6.78187e-05,-1.99942,0.0483527,-0.125083,-2.12438,0.173419,-0.125069,-2.12442,0.0484092,-0.125068,-1.99939,0.173404,-0.250079,-2.12438,0.173421,-0.250068,-1.99944,0.0483938,-0.250089,-2.12442,0.0484081,-0.250072,1.12418,1.12415,1.12418,1.12417,1.12417,1.12423,1.1242,1.12422,1.12421,1.12421,1.12428,1.12427,1.12428,1.12426,1.12426,1.1243,1.12429,1.12432,1.1243,1.12427,1.12433,1.1243,1.12435,1.12436,1.12434,
0.28053,0.025112,39.8216,-1.87444,0.298207,-7.65875e-05,-1.62475,0.297431,0.124935,-1.62471,0.422413,0.124958,-1.62471,0.422456,-3.36033e-05,-1.87431,0.548265,0.124915,-1.74924,0.548542,0.124924,-1.74924,0.548561,0.249918,-1.62469,0.422406,0.249946,-1.62462,0.547397,0.124976,-1.87433,0.423282,0.249917,-1.74928,0.423552,0.249917,-1.74924,0.548529,-6.73337e-05,-1.7494,0.298185,0.249918,-1.6246,0.547406,-1.43101e-05,-1.62475,0.29741,0.249937,-1.62476,0.297486,-5.29313e-05,-1.6246,0.547425,0.249961,-1.87428,0.548209,-7.21055e-05,-1.87429,0.548294,0.249914,-1.87439,0.298275,0.249922,-1.62459,0.547436,-0.125021,-1.62467,0.42244,-0.125025,-1.87428,0.548257,-0.125061,-1.7493,0.548206,-0.125077,-1.62473,0.297452,-0.12504,-1.62455,0.54748,-0.250027,-1.74929,0.548228,-0.250077,-1.87428,0.548279,-0.25006,-1.74942,0.298199,-0.25009,-1.62471,0.297436,-0.250041,-1.74933,0.423204,-0.25008,-1.87433,0.423262,-0.250069,-1.87442,0.298269,-0.250078,-1.6246,0.422453,-0.250034,-1.62481,0.172441,0.124952,-1.62481,0.172423,0.249947,-1.87442,0.173275,0.249923,-1.74942,0.173196,0.249914,-1.62438,0.173116,-7.55026e-05,-1.62487,0.0474353,0.249954,-1.74948,0.0481449,-9.27994e-05,-1.74947,0.0481507,0.12492,-1.62488,0.0474409,0.124955,-1.87448,0.0482783,0.249926,-1.74946,0.0482039,0.249914,-1.62442,0.048075,-9.17007e-05,-1.8745,0.0482203,-7.41441e-05,-1.87449,0.048236,0.124934,-1.62481,0.172475,-0.125039,-1.87448,0.0482524,-0.125085,-1.62437,0.0481466,-0.125102,-1.74945,0.048202,-0.125095,-1.74943,0.173213,-0.250077,-1.87446,0.173286,-0.250075,-1.6248,0.172449,-0.250043,-1.8745,0.0482868,-0.250083,-1.74947,0.0482322,-0.25009,-1.6244,0.0481929,-0.250094,-1.99929,0.548285,0.124929,-1.99926,0.548295,0.249925,-1.99928,0.548279,-6.4452e-05,-1.99933,0.423292,0.249929,-1.99939,0.298301,0.249929,-2.12434,0.423406,0.249942,-2.12438,0.298395,0.249934,-2.12429,0.548388,-5.27765e-05,-2.12426,0.548391,0.249941,-2.12428,0.548384,0.124948,-2.12435,0.423387,0.12494,-2.12439,0.298371,0.124934,-2.12435,0.423379,-6.05292e-05,-2.12439,0.298369,-6.17648e-05,-1.99928,0.548294,-0.125054,-2.12427,0.548352,-0.125052,-2.12436,0.423355,-0.125056,-2.12442,0.298348,-0.12506,-1.99928,0.54832,-0.250051,-1.99942,0.298327,-0.250068,-1.99934,0.423326,-0.250061,-2.12437,0.423371,-0.250058,-2.1243,0.548378,-0.250056,-2.12443,0.298354,-0.250059,-1.99942,0.173301,0.249935,-1.99951,0.0482846,-6.88875e-05,-1.99949,0.0482764,0.124939,-1.99947,0.0482926,0.249942,-2.12441,0.173397,0.249938,-2.12444,0.173373,-6.42493e-05,-2.12443,0.173369,0.124939,-2.12447,0.0483667,0.124943,-2.12444,0.0483893,0.249946,-2.12449,0.0483766,-6.45157e-05,-1.99948,0.048273,-0.125078,-2.12443,0.173344,-0.125066,-2.12447,0.0483348,-0.125065,-1.99945,0.173322,-0.250075,-2.12443,0.173345,-0.250065,-1.99949,0.0483126,-0.250084,-2.12448,0.0483326,-0.250069,1.12455,1.12459,1.1246,1.12462,1.1246,1.1246,1.12467,1.12471,1.12471,1.12469,1.12471,1.12473,1.12476,1.12475,1.12475,1.1248,1.12481,1.12438,1.12481,1.12481,1.1244,1.12437,1.12442,1.12488,1.12487,
0.306741,0.026211,38.1519,-1.87451,0.298162,-6.8233e-05,-1.62478,0.297458,0.124943,-1.62473,0.422444,0.124961,-1.62474,0.422484,-3.18463e-05,-1.87437,0.548218,0.124924,-1.74931,0.548445,0.124931,-1.7493,0.548467,0.249926,-1.62471,0.422434,0.249952,-1.62465,0.54743,0.124976,-1.8744,0.423235,0.249926,-1.74936,0.423456,0.249926,-1.74931,0.548431,-6.0093e-05,-1.74948,0.298134,0.249928,-1.62462,0.547438,-1.49441e-05,-1.62477,0.297437,0.249946,-1.62478,0.29751,-4.7642e-05,-1.62463,0.547454,0.249962,-1.87434,0.548164,-6.39471e-05,-1.87435,0.548246,0.249923,-1.87447,0.298228,0.24993,-1.62462,0.547464,-0.125021,-1.62471,0.422466,-0.125022,-1.87435,0.548211,-0.125054,-1.74936,0.548153,-0.125069,-1.62476,0.297478,-0.125037,-1.62459,0.547508,-0.250026,-1.74936,0.548175,-0.250068,-1.87435,0.548234,-0.250053,-1.74949,0.298148,-0.250081,-1.62474,0.297468,-0.250038,-1.7494,0.423152,-0.250071,-1.8744,0.423218,-0.250061,-1.87449,0.298225,-0.25007,-1.62464,0.422483,-0.25003,-1.62484,0.172466,0.124956,-1.62484,0.172449,0.249953,-1.8745,0.173228,0.249931,-1.7495,0.173144,0.249923,-1.62447,0.173059,-6.91219e-05,-1.6249,0.0474612,0.249956,-1.74957,0.0480951,-8.50529e-05,-1.74956,0.0481011,0.124927,-1.62492,0.0474641,0.124956,-1.87456,0.0482332,0.249934,-1.74955,0.0481516,0.249922,-1.62451,0.0480201,-8.53601e-05,-1.87459,0.0481753,-6.70952e-05,-1.87458,0.0481912,0.124941,-1.62484,0.172501,-0.125038,-1.87457,0.0482075,-0.125078,-1.62447,0.0480891,-0.125097,-1.74954,0.0481502,-0.125088,-1.74951,0.173162,-0.250071,-1.87454,0.173241,-0.250067,-1.62483,0.172481,-0.250043,-1.87459,0.0482423,-0.250076,-1.74956,0.0481802,-0.250083,-1.6245,0.0481342,-0.25009,-1.99935,0.548246,0.124936,-1.99933,0.548254,0.249933,-1.99934,0.54824,-5.72101e-05,-1.9994,0.423251,0.249936,-1.99946,0.29826,0.249937,-2.12441,0.423373,0.249948,-2.12445,0.298363,0.249941,-2.12435,0.548353,-4.69052e-05,-2.12433,0.548357,0.249947,-2.12435,0.54835,0.124953,-2.12442,0.423353,0.124946,-2.12447,0.298337,0.124942,-2.12442,0.423345,-5.37123e-05,-2.12447,0.298335,-5.46419e-05,-1.99934,0.548254,-0.125047,-2.12434,0.548318,-0.125046,-2.12443,0.423322,-0.12505,-2.12449,0.298317,-0.125053,-1.99935,0.548278,-0.250044,-1.99949,0.298286,-0.25006,-1.99942,0.423285,-0.250054,-2.12444,0.423339,-0.250052,-2.12437,0.548345,-0.25005,-2.1245,0.298323,-0.250052,-1.9995,0.173261,0.249942,-1.99959,0.0482448,-6.17061e-05,-1.99957,0.0482366,0.124946,-1.99956,0.0482522,0.249949,-2.12449,0.173366,0.249945,-2.12452,0.173339,-5.66454e-05,-2.12451,0.173336,0.124946,-2.12456,0.0483333,0.12495,-2.12453,0.0483567,0.249952,-2.12458,0.0483424,-5.70526e-05,-1.99957,0.0482346,-0.125071,-2.12451,0.173313,-0.125059,-2.12456,0.048304,-0.125058,-1.99953,0.173281,-0.250068,-2.12452,0.173314,-0.250059,-1.99958,0.0482718,-0.250077,-2.12457,0.0483016,-0.250063,1.12459,1.12462,1.12462,1.12465,1.12463,1.12464,1.12471,1.12474,1.12473,1.12471,1.12474,1.12476,1.12478,1.12478,1.12477,1.12483,1.12484,1.12447,1.12484,1.12484,1.1245,1.12447,1.12451,1.12492,1.1249,
